simulation_id,treatment_id,intercrop,soilN,diffusion,lateral_enabled,influx_max,KM,NC_MIN,K2,coverage,total_root_biomass,total_uptake_μmol,total_uptake_mg,m3_uptake_cereal,uptake_per_gram_mg,uptake_per_gram_legume_mg,uptake_per_gram_cereal_mg,total_legume_uptake_mg,total_cereal_uptake_mg,final_soil_N_μmol,final_soil_N_mg,start_soil_N_per_layer
Treatment1_Rep1,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.899387885642431,93381.1111213591,1307.3355556990275,93381.1111213591,132.06226190966015,NaN,132.06226190966015,0.0,1307.3355556990275,46618.88887864089,652.6644443009725,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep2,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.896288591244671,93374.6243683256,1307.2447411565586,93374.6243683256,132.09444420538512,NaN,132.09444420538512,0.0,1307.2447411565586,46625.3756316744,652.7552588434415,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep3,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.90642390649806,93397.58923413047,1307.5662492778267,93397.58923413047,131.99175218215083,NaN,131.99175218215083,0.0,1307.5662492778267,46602.410765869536,652.4337507221735,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep4,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.901657694399956,93400.28239709878,1307.603953559383,93400.28239709878,132.0590949431548,NaN,132.0590949431548,0.0,1307.603953559383,46599.71760290121,652.3960464406169,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep5,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.886835381327973,93352.80990749609,1306.9393387049454,93352.80990749609,132.18985532753968,NaN,132.18985532753968,0.0,1306.9393387049454,46647.190092503915,653.0606612950548,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep6,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.895990747773569,93372.34997271681,1307.2128996180354,93372.34997271681,132.09520228301912,NaN,132.09520228301912,0.0,1307.2128996180354,46627.65002728318,652.7871003819646,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep7,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.897109421264771,93345.48453918673,1306.8367835486142,93345.48453918673,132.0422689013386,NaN,132.0422689013386,0.0,1306.8367835486142,46654.51546081327,653.1632164513858,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep8,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.89071037448343,93373.17386703863,1307.2244341385408,93373.17386703863,132.1668904097108,NaN,132.1668904097108,0.0,1307.2244341385408,46626.826132961374,652.7755658614592,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep9,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.889404100578135,93337.1112508578,1306.719557512009,93337.1112508578,132.13329582068735,NaN,132.13329582068735,0.0,1306.719557512009,46662.88874914221,653.2804424879909,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep10,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.90469045457459,93370.52275212959,1307.1873185298143,93370.52275212959,131.97659477849461,NaN,131.97659477849461,0.0,1307.1873185298143,46629.47724787043,652.812681470186,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep11,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.896311775648226,93374.54371131012,1307.2436119583417,93374.54371131012,132.09402064060527,NaN,132.09402064060527,0.0,1307.2436119583417,46625.4562886899,652.7563880416586,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep12,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.885213501027545,93363.00008949028,1307.0820012528638,93363.00008949028,132.22597580891863,NaN,132.22597580891863,0.0,1307.0820012528638,46636.99991050972,652.9179987471362,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep13,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.901858138245947,93390.5033020502,1307.4670462287029,93390.5033020502,132.0425952355961,NaN,132.0425952355961,0.0,1307.4670462287029,46609.4966979498,652.5329537712972,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep14,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.911564462763037,93404.37386440476,1307.6612341016667,93404.37386440476,131.93287891275352,NaN,131.93287891275352,0.0,1307.6612341016667,46595.62613559524,652.3387658983333,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep15,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.898485496541182,93380.22544624643,1307.32315624745,93380.22544624643,132.07304861983854,NaN,132.07304861983854,0.0,1307.32315624745,46619.774553753574,652.6768437525501,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep16,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.9119227650248,93404.42357205102,1307.6619300087143,93404.42357205102,131.92817993123683,NaN,131.92817993123683,0.0,1307.6619300087143,46595.57642794897,652.3380699912856,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep17,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.900511395321656,93392.65204372529,1307.497128612154,93392.65204372529,132.06359514216538,NaN,132.06359514216538,0.0,1307.497128612154,46607.347956274694,652.5028713878457,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep18,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.90342159287995,93429.2377868359,1308.0093290157026,93429.2377868359,132.07650676571157,NaN,132.07650676571157,0.0,1308.0093290157026,46570.762213164104,651.9906709842975,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep19,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.891229431382367,93330.84281342327,1306.6317993879259,93330.84281342327,132.10003958075362,NaN,132.10003958075362,0.0,1306.6317993879259,46669.157186576726,653.3682006120741,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment1_Rep20,1,false,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,9.908385569215666,93395.1054393317,1307.5314761506438,93395.1054393317,131.96211098334825,NaN,131.96211098334825,0.0,1307.5314761506438,46604.894560668276,652.4685238493558,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep1,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.901402561904163,93378.09987312365,1307.2933982237312,93378.09987312365,132.03113296832993,NaN,132.03113296832993,0.0,1307.2933982237312,46621.90012687637,652.7066017762692,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep2,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.900123396327464,93382.50471803063,1307.3550660524288,93382.50471803063,132.05442131533468,NaN,132.05442131533468,0.0,1307.3550660524288,46617.49528196936,652.644933947571,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep3,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.909200717720415,93414.5183802,1307.8032573228,93414.5183802,131.97868269880567,NaN,131.97868269880567,0.0,1307.8032573228,46585.481619800004,652.1967426772001,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep4,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.898184470303528,93382.85416274992,1307.3599582784989,93382.85416274992,132.08078331948977,NaN,132.08078331948977,0.0,1307.3599582784989,46617.14583725009,652.6400417215013,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep5,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.913551591373134,93441.9105900343,1308.1867482604803,93441.9105900343,131.95944321295272,NaN,131.95944321295272,0.0,1308.1867482604803,46558.08940996571,651.81325173952,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep6,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.89258546000799,93387.19823480153,1307.4207752872214,93387.19823480153,132.16168620151254,NaN,132.16168620151254,0.0,1307.4207752872214,46612.80176519849,652.5792247127789,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep7,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.885638718707696,93322.07199510487,1306.5090079314682,93322.07199510487,132.162326088148,NaN,132.162326088148,0.0,1306.5090079314682,46677.92800489514,653.490992068532,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep8,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.911596154720543,93430.98055189927,1308.0337277265896,93430.98055189927,131.97003866058643,NaN,131.97003866058643,0.0,1308.0337277265896,46569.01944810078,651.9662722734109,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep9,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.91131600785382,93372.45237419097,1307.2143332386736,93372.45237419097,131.891096217982,NaN,131.891096217982,0.0,1307.2143332386736,46627.547625809035,652.7856667613265,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep10,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.919216911168752,93457.86799667437,1308.410151953441,93457.86799667437,131.90659743313094,NaN,131.90659743313094,0.0,1308.410151953441,46542.13200332565,651.589848046559,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep11,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.911691884193162,93414.12884047463,1307.7978037666448,93414.12884047463,131.94496147043043,NaN,131.94496147043043,0.0,1307.7978037666448,46585.87115952537,652.2021962333552,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep12,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.8970114643016,93366.47976632317,1307.1307167285245,93366.47976632317,132.07327499248927,NaN,132.07327499248927,0.0,1307.1307167285245,46633.520233676834,652.8692832714756,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep13,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.89909902732694,93346.52447367024,1306.8513426313834,93346.52447367024,132.0172006587425,NaN,132.0172006587425,0.0,1306.8513426313834,46653.47552632974,653.1486573686163,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep14,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.904830671762236,93373.5702764679,1307.2299838705505,93373.5702764679,131.97903398766258,NaN,131.97903398766258,0.0,1307.2299838705505,46626.42972353211,652.7700161294495,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep15,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.91350796337198,93413.06653015214,1307.7829314221299,93413.06653015214,131.9192899480257,NaN,131.9192899480257,0.0,1307.7829314221299,46586.933469847856,652.21706857787,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep16,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.880575313482556,93270.51024934172,1305.787143490784,93270.51024934172,132.1569951204127,NaN,132.1569951204127,0.0,1305.787143490784,46729.489750658286,654.2128565092161,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep17,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.894802465362535,93371.46711819788,1307.2005396547704,93371.46711819788,132.10981666695415,NaN,132.10981666695415,0.0,1307.2005396547704,46628.532881802144,652.79946034523,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep18,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.900298708608403,93381.98762094592,1307.347826693243,93381.98762094592,132.05135169876152,NaN,132.05135169876152,0.0,1307.347826693243,46618.01237905411,652.6521733067576,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep19,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.892876316410785,93356.91052476189,1306.9967473466663,93356.91052476189,132.11493862291158,NaN,132.11493862291158,0.0,1306.9967473466663,46643.0894752381,653.0032526533334,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment2_Rep20,2,false,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.901234145544437,93390.5449145248,1307.4676288033472,93390.5449145248,132.05097562425678,NaN,132.05097562425678,0.0,1307.4676288033472,46609.455085475216,652.532371196653,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep1,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.240908313188195,83920.76168899756,1174.8906636459658,46978.46812712151,142.56810281043292,156.69763438912247,133.12834481354278,517.1921098662646,657.6985537797011,56079.23831100245,785.1093363540343,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep2,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.261935512398473,84038.33709366298,1176.5367193112818,47070.75705552547,142.40449075712144,156.67038687976293,132.90044711091113,517.5461205339253,658.9905987773566,55961.662906337006,783.4632806887181,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep3,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.266476560752034,84054.82022786343,1176.7674831900881,47076.49191869819,142.35417889856484,156.64704185521387,132.83391092983825,517.6965963283133,659.0708868617747,55945.17977213658,783.2325168099121,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep4,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.250743173137938,83976.9087795965,1175.676722914351,47005.37134208453,142.49343340876476,156.70093397549408,133.00827107178256,517.6015241251677,658.0751987891834,56023.09122040351,784.3232770856492,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep5,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.248914759922284,83955.33509113343,1175.374691275868,47016.09452505767,142.48840307896958,156.92870329886892,132.8815750774554,517.1493679250605,658.2253233508073,56044.66490886658,784.6253087241321,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep6,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.252655426371946,83943.7456815667,1175.2124395419337,47015.736163527465,142.40415706518644,156.8346666294206,132.80636884362298,516.9921332525494,658.2203062893846,56056.25431843331,784.7875604580664,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep7,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.255697190495548,83972.97757532891,1175.6216860546049,47038.46735050869,142.40126047840644,156.82139142461335,132.8120971200083,517.0831431474833,658.5385429071217,56027.02242467107,784.378313945395,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep8,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.254289742691794,83959.9090376899,1175.4387265276587,47021.872365391864,142.40337608312961,156.68494792315445,132.88835926209873,517.1325134121728,658.3062131154861,56040.09096231009,784.5612734723412,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep9,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.254604959264306,84025.72236617301,1176.3601131264222,47033.23800200007,142.50955908025253,156.65255576289655,133.0610451989923,517.8947810984213,658.4653320280011,55974.277633827,783.639886873578,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep10,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.245268076870378,83948.41000234743,1175.2777400328641,47017.18902365301,142.5396638503183,156.7835954156599,133.04530142486823,517.0370937017221,658.2406463311421,56051.58999765257,784.722259967136,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep11,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.2615483834518,84017.85589083945,1176.2499824717522,47052.262906451964,142.3764563102755,156.59570466406404,132.8960687713953,517.5183017814246,658.7316806903275,55982.14410916057,783.7500175282479,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep12,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.235706213761809,83899.76946673254,1174.5967725342557,46976.27319515863,142.62247123039825,156.7885614546147,133.16550930827808,516.9289478020349,657.6678247322209,56100.230533267466,785.4032274657445,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep13,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.256500409964952,84005.43618482201,1176.0761065875083,47096.95473137229,142.4424451270027,156.77336271750798,132.9204720314326,516.718740348296,659.3573662392121,55994.563815178,783.923893412492,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep14,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.25192441994436,84017.25131612335,1176.241518425727,47024.63951413155,142.54147984957646,156.73571653318217,133.0619362608967,517.8965652278853,658.3449531978417,55982.74868387664,783.758481574273,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep15,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.251230452074513,84013.22879757165,1176.185203166003,47005.01661044616,142.54664319432362,156.51837743418056,133.18616596456445,518.1149706197572,658.0702325462463,55986.77120242832,783.8147968339964,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep16,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.256205986303366,84006.42525423558,1176.0899535592982,47043.711000569434,142.44920191070486,156.69557725964577,132.95181367342929,517.4779995513259,658.6119540079721,55993.57474576442,783.9100464407019,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep17,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.262005577756314,84007.1060958618,1176.0994853420652,47064.66871939916,142.35036206081267,156.66964639891467,132.8216160810973,517.1941232704768,658.9053620715882,55992.8939041382,783.9005146579348,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep18,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.246777309386907,83964.84521215296,1175.5078329701414,47034.07284035847,142.541478794646,156.86059510692095,133.00790741567522,517.0308132051225,658.4770197650187,56035.15478784705,784.4921670298587,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep19,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.25242904028736,84004.34891978094,1176.0608848769332,47025.20315160257,142.51087517815014,156.69360770634566,133.04148705387513,517.7080407544971,658.352844122436,55995.65108021907,783.9391151230669,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment3_Rep20,3,true,140.0,0.00018,true,250.0,50,0.01,1.46,1.0,8.265719757958278,84062.17610977196,1176.8704655368074,47051.198250251575,142.37967170417437,156.5591866682091,132.91070372601203,518.1536900332853,658.7167755035221,55937.82389022806,783.1295344631928,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
Treatment4_Rep1,4,true,140.0,0.00018,false,250.0,50,0.01,1.46,1.0,8.263890304761468,83888.43536175702,1174.4380950645982,46728.37179748216,142.1168543812729,157.60503043664443,131.81554060170535,520.2408898998483,654.1972051647502,56111.564638242955,785.5619049354013,"[140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0, 140.0]"
