treatment_id,soilN,replicate,timestep,legume_root,cereal_root,no_root
1,20.0,8,31,0.0,14460.831197656313,0.0
1,20.0,8,32,0.0,14613.87308213997,0.0
1,20.0,8,33,0.0,14758.91147065312,0.0
1,20.0,8,34,0.0,14896.502614901201,0.0
1,20.0,8,35,0.0,15027.16128073214,0.0
1,20.0,8,36,0.0,15151.36362240607,0.0
1,20.0,8,37,0.0,15269.54992379146,0.0
1,20.0,8,38,0.0,15382.12719870472,0.0
1,20.0,8,39,0.0,15489.471646233585,0.0
1,20.0,8,40,0.0,15591.930959816173,0.0
1,20.0,9,1,0.0,995.5837754435966,0.0
1,20.0,9,2,0.0,1938.6027626896907,0.0
1,20.0,9,3,0.0,2830.7909125252604,0.0
1,20.0,9,4,0.0,3673.9408085978016,0.0
1,20.0,9,5,0.0,4469.8956520799065,0.0
1,20.0,9,6,0.0,5220.53998183373,0.0
1,20.0,9,7,0.0,5927.789383705145,0.0
1,20.0,9,8,0.0,6593.579482082932,0.0
1,20.0,9,9,0.0,7219.854529934839,0.0
1,20.0,9,10,0.0,7808.555918961161,0.0
1,20.0,9,11,0.0,8361.610919690744,0.0
1,20.0,9,12,0.0,8880.92193417762,0.0
1,20.0,9,13,0.0,9368.356504503787,0.0
1,20.0,9,14,0.0,9825.738272353214,0.0
1,20.0,9,15,0.0,10254.839032546162,0.0
1,20.0,9,16,0.0,10657.371970474811,0.0
1,20.0,9,17,0.0,11034.986123187278,0.0
1,20.0,9,18,0.0,11389.26205899249,0.0
1,20.0,9,19,0.0,11721.708732614003,0.0
1,20.0,9,20,0.0,12033.761442983925,0.0
1,20.0,9,21,0.0,12326.780798886417,0.0
1,20.0,9,22,0.0,12602.052583406408,0.0
1,20.0,9,23,0.0,12860.788400683521,0.0
1,20.0,9,24,0.0,13104.126986746423,0.0
1,20.0,9,25,0.0,13333.136069047256,0.0
1,20.0,9,26,0.0,13548.81466558269,0.0
1,20.0,9,27,0.0,13752.095723123732,0.0
1,20.0,9,28,0.0,13943.849004165328,0.0
1,20.0,9,29,0.0,14124.88414299418,0.0
1,20.0,9,30,0.0,14295.953802166056,0.0
1,20.0,9,31,0.0,14457.756871241205,0.0
1,20.0,9,32,0.0,14610.941659540655,0.0
1,20.0,9,33,0.0,14756.109043761215,0.0
1,20.0,9,34,0.0,14893.81553941683,0.0
1,20.0,9,35,0.0,15024.576272220667,0.0
1,20.0,9,36,0.0,15148.867831698652,0.0
1,20.0,9,37,0.0,15267.130994578274,0.0
1,20.0,9,38,0.0,15379.773309895834,0.0
1,20.0,9,39,0.0,15487.171541392634,0.0
1,20.0,9,40,0.0,15589.67396571309,0.0
1,20.0,10,1,0.0,996.5222807076663,0.0
1,20.0,10,2,0.0,1940.379538480886,0.0
1,20.0,10,3,0.0,2833.3111302561274,0.0
1,20.0,10,4,0.0,3677.1153455361837,0.0
1,20.0,10,5,0.0,4473.641333638374,0.0
