simulation_id,treatment_id,intercrop,soilN,diffusion,lateral_enabled,influx_max,KM,NC_MIN,K2,coverage,total_root_biomass,total_uptake_μmol,total_uptake_mg,m3_uptake_cereal,uptake_per_gram_mg,uptake_per_gram_legume_mg,uptake_per_gram_cereal_mg,total_legume_uptake_mg,total_cereal_uptake_mg,final_soil_N_μmol,final_soil_N_mg,start_soil_N_per_layer
Treatment2_Rep1,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.89637280757505,15588.120233273927,218.23368326583497,15588.120233273927,22.05188582818857,NaN,22.05188582818857,0.0,218.23368326583497,4411.879766726077,61.76631673416508,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep2,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.886927435392856,15589.747588982671,218.2564662457574,15589.747588982671,22.075257219391638,NaN,22.075257219391638,0.0,218.2564662457574,4410.252411017325,61.743533754242556,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep3,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.904409549522596,15595.180092186498,218.33252129061097,15595.180092186498,22.043971445136258,NaN,22.043971445136258,0.0,218.33252129061097,4404.819907813503,61.667478709389044,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep4,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.890662640210584,15584.428734083749,218.1820022771725,15584.428734083749,22.059391793442785,NaN,22.059391793442785,0.0,218.1820022771725,4415.571265916249,61.81799772282749,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep5,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.899224750104443,15589.157580671597,218.24820612940238,15589.157580671597,22.046999804413947,NaN,22.046999804413947,0.0,218.24820612940238,4410.842419328407,61.7517938705977,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep6,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.921092496759773,15593.625452729486,218.3107563382128,15593.625452729486,22.004709300867127,NaN,22.004709300867127,0.0,218.3107563382128,4406.374547270516,61.68924366178722,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep7,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.897163349168197,15591.390719328412,218.27947007059777,15591.390719328412,22.05475067651005,NaN,22.05475067651005,0.0,218.27947007059777,4408.609280671587,61.72052992940222,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep8,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.919764263294224,15596.334206331301,218.34867888863823,15596.334206331301,22.011478609082133,NaN,22.011478609082133,0.0,218.34867888863823,4403.665793668702,61.651321111361824,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep9,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.910660129851848,15592.629931446987,218.29681904025782,15592.629931446987,22.026466065840268,NaN,22.026466065840268,0.0,218.29681904025782,4407.370068553015,61.703180959742205,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep10,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.895654467140442,15594.90962320547,218.3287347248766,15594.90962320547,22.06309198142074,NaN,22.06309198142074,0.0,218.3287347248766,4405.090376794529,61.67126527512341,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep11,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.89417045533894,15591.926460491388,218.28697044687942,15591.926460491388,22.06218009202487,NaN,22.06218009202487,0.0,218.28697044687942,4408.07353950861,61.71302955312055,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep12,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.904299835589201,15595.60079160618,218.33841108248654,15595.60079160618,22.044810305310964,NaN,22.044810305310964,0.0,218.33841108248654,4404.399208393821,61.6615889175135,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep13,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.88558540458272,15587.589757171292,218.2262566003981,15587.589757171292,22.07519814650872,NaN,22.07519814650872,0.0,218.2262566003981,4412.410242828707,61.7737433996019,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep14,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.893718883933214,15595.388162777424,218.33543427888395,15595.388162777424,22.068085503566017,NaN,22.068085503566017,0.0,218.33543427888395,4404.611837222574,61.664565721116034,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep15,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.892135942297584,15587.946342570986,218.2312487959938,15587.946342570986,22.06108469080608,NaN,22.06108469080608,0.0,218.2312487959938,4412.0536574290145,61.76875120400621,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep16,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.903417361143354,15595.357125615918,218.33499975862284,15595.357125615918,22.0464302166314,NaN,22.0464302166314,0.0,218.33499975862284,4404.642874384084,61.66500024137718,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
Treatment2_Rep17,2,false,20.0,0.00018,false,250.0,50,0.01,1.46,1.0,9.89742127277468,15594.18689266337,218.3186164972872,15594.18689266337,22.05813115157853,NaN,22.05813115157853,0.0,218.3186164972872,4405.813107336628,61.68138350271279,"[20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]"
